,title,price,description,feature,brand,price_sgd,screen_size_inches,resolution,smart_tv,weight_kg,height_cm,width_cm,depth_cm,refresh_rate_hz,hdmi_ports,usb_ports,operating_system,energy_efficiency_class,sound_output_w
151,Eyoyo 10 inch Small,S$105.99,"Screen size; 10 Inches; Brand; Eyoyo; Display technology; LCD; Refresh rate; 60; Special features; Flat; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; VGA, USB, BNC, HDMI; Indoor/outdoor use; Outdoor, Indoor; Mounting type; Table Mount; Audio output mode; Stereo","About this item; 【Portable Small Kitchen Car TV Monitor】: This 10 inch small monitor is perfect for home entertainment, you can place this small in kitchen, bedroom or nightstand, then get lost in your TV shows and movies. You can also place it in your car, RV or truck when you are traveling.; 【With TV Port Support Receive Local Channels】: Our portable TV monitor is equiped with a TV interface and it can recieve all your favorite local TV channels in HD only by simply connecting with an TV antenna. Please note the TV antenna isn't included in the package.; 【Support TV/HDMI/VGA/USB/AV to BNC Input】: Multiple ports for multiple devices, such as TV antenna, PC, laptop, game consoles, Raspberry Pi, DVD, TV Box; With AV to BNC adapters, support to connect with security cameras. With USB drive, support to playback pictures, music, movies, excel.; 【10'' 1024x600 Portable Monitor】: The Eyoyo small monitor comse with 1024x600 high resolution & 300cd/m2 high brightness, giving you a crystal-clear viewing experience. Also, it's only 253mm(9.96inch) in length, 166mm(6.54inch) in width, very convenient to carry.; 【Remote Control & Built-in Loud Speakers】: Simply use the remote control to real-time control for this small TV monitor. And you can enjoy high-quality sound as it;s built-in dual stereo speakers.",Others,105.99,10.0,Others,No,,,,,60.0,1.0,1.0,Not specified,Not specified,
152,Rawblue 7 Inch Portable Digital,S$116.01,"Screen size; 7 Inches; Brand; Rawblue; Supported Internet services; Freeview; Display technology; LED; Resolution; 1080p; Refresh rate; 60 Hz; Special features; Flat; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB; Indoor/outdoor use; Outdoor, Indoor","About this item; 7"" digital 16:9 screen with 1024x600 resolution; H.265 Freeview TV / ATSC TV (MPEG4) FM function for USA and other countries,Our TV can be use in all ATSC countries; Color and Long life LED Panel, Support play JPEG/MP3/MP4/MPEG/WAI/VOB/RMVB/AVI/MKV/M4V 1080P video by TF Card or USB.; Built-in 1500 mAh Li-Polymer, stereo loudspeakers and Earphone socket; DC power supply from mains (110-240V 50/60Hz); FM function,Audio-video, input function;Super slim fashion design;Small screen for car or kitchen.(US regulation power adapter,Manual(English/French/Spanish),antenna,remote control(no including battery),AV line).; We are the manufacture of portable car TV over 16 years.Support technical service by 24hours Service online.",Others,116.01,7.0,1080p,No,,,,,60.0,,1.0,Not specified,Not specified,
153,Samsung QA50QN90BAKXXS Neo QLED 4K Smart,"S$2,499.00","Screen size; 50 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 4K; Refresh rate; 120; Special features; Flat; Model name; QA50QN90BAKXXS; Included components; Stand, TV; Connectivity technology; Wi-Fi","About this item; Quantum Matrix Technology; Neo Quantum Processor 4K; Sound Output (RMS): 40W; Tizen Operating System; Connectivity: HDMI x4, USB x2, Ethernet (LAN), Digital Audio Out (Optical), eARC, HDMI Quick Switch, HDMI (High Frame Rate) 4K 120Hz (for HDMI 1/2/3/4); WiFi5, Bluetooth BT5.2; Set Weight with Stand: 18.6 kg; VESA Spec: 200 x 200 mm; Set Size with Stand (WxHxD): 1113.6 x 708.9 x 223.0 mm; Set Size without Stand (WxHxD): 1113.6 x 644.1 x 26.9 mm; Show More",Samsung,2499.0,50.0,4K,Yes,18.6,70.89,111.36,22.3,120.0,4.0,2.0,Tizen,Not specified,40.0
154,SAMSUNG QA65QN900AKXXS QN900A Neo QLED 8K Smart,"S$7,999.00","Screen size; 65 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 4K; Refresh rate; 120 Hz; Special features; QLED TV; Model name; Samsung; Included components; 1 x Television; Connectivity technology; Bluetooth, USB, Ethernet, HDMI",About this item; Ultra-fine contrast in 8K that reveals every hidden detail; AI-powered 8K picture completed by 16 neural networks; Minimal glare to reduce distractions; Dynamic sound that tracks the action from all corners; Auto-optimised sound to fit your space,Samsung,7999.0,65.0,4K,Yes,,,,,120.0,1.0,1.0,Not specified,Not specified,
155,Deco,S$681.15,Mounting type; Wall Mount; Brand; Frame My TV; Material; silver; TV size; 32 Inches; Colour; Silver; Minimum compatible size; 32 Inches,"About this item; IMPORTANT NOTE: The Deco TV Frames line is made exclusively for Samsung The Frame TV and is NOT compatible with ANY other TV models; TV’s shouldn’t distract when they can enhance, be personal, or anything you want. Over a dozen frame styles marrying our premium Frame TV frames and the super slim Samsung Frame TV; Turn any size Samsung The Frame TV into a true masterpiece. Deco TV Frames by Frame My TV add art gallery style quality to enhance any room; Each frame arrives that magnetically assemble and hook onto your Samsung The Frame TV to perfectly align with the edge of the TV screen. Each Deco TV frame can be easily installed by any consumer with no technical knowledge in under 2 minutes; When adding a Deco frame to your Samsung Frame TV you may need to slightly adjust the brightness settings and/or the motion sensor settings",Others,681.15,32.0,Not specified,Not specified,,,,,,,,Not specified,Not specified,
156,"PRISM+ Q86-QE PRO | 86"" 4K Android","S$2,999.00","Screen size; 86 Inches; Brand; Prism+; Supported Internet services; Netflix; Display technology; LCD; Product dimensions; 42.5D x 192W x 120.5H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Connectivity technology; Bluetooth; Mounting type; Table Mount","About this item; First Singaporean Android TV Brand; Google Playstore - over 5,000 apps like Netflix, Youtube, Prime Video, Spotify, Twitch, Plex, and more; Inbuilt Chromecast for you to cast content from your phone, tablet and laptop onto the TV -  supports major apps like Netflix, meWATCH, Youtube, Google Chrome and more; Far Field Voice Control - Control your Android TV using Google Assistant voice commands; 4K UHD Resolution, Quantum IPS Panel, 1.07 Billion Colors, ZeroBezel Form Factor, HDR10 with Dolby Vision, Dolby Audio Surround Sound, DTS TruSurround, Digital Ready TV, Bluetooth 5.0",Others,2999.0,86.0,4K,Yes,,120.5,192.0,42.5,,,,Android TV,Not specified,
157,"PRISM+ Q55-QE PRO | 55"" 4K Android",S$999.00,"Screen size; 55 Inches; Brand; Prism+; Supported Internet services; Browser; Product dimensions; 26.3D x 122.5W x 77.8H centimetres; Resolution; 4K; Special features; Flat; Model name; Q55 QE PRO; Included components; Stand, TV; Connectivity technology; Bluetooth, Wi-Fi; Mounting type; Table Mount",About this item; PRISM+ Q55-QE PRO | 55' 4K Android TV Upgraded Quantum Edition; Prism+,Others,999.0,55.0,4K,Android,,77.8,122.5,26.3,,,,Not specified,Not specified,
158,Sony XBR-X850G 85-Inch 4K Ultra HD LED,"S$2,699.00","Screen size; 85 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Product dimensions; 34D x 190W x 134H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Item weight; 46.5 Kilograms",About this item; Sony XBR-X850G 85-Inch 4K Ultra HD LED TV 85X850G 85X8500G; Sony,Sony,2699.0,85.0,4K,Yes,46.5,134.0,190.0,34.0,,,,Not specified,Not specified,
159,Supersonic SC-1911 19-Inch 1080p LED Widescreen HDTV with HDMI Input (AC/DC Compatible),S$385.09,"Screen size; 19 Inches; Brand; Supersonic; Supported Internet services; Netflix, Hulu; Display technology; LED; Resolution; 1080p; Special features; Sleep Timer; Model name; SC1911; Included components; Product, manual; Connectivity technology; HDMI; Aspect ratio; 16:9","About this item; 📺 DETAIL 📺: Supersonic HDTV brings you a crisp 1080p picture quality for stunning detail and contrast. The colors projected from the monitor contains a spectrum of vibrant colors. This TV has digital noise reduction and multiple picture modes such as Standard, Dynamic, and more!; 🔌HDMI / USB COMPATIBLE 🔌: Your TV contains HDMI, USB, and AC ports. This feature allows you to freely use your Firestick or similar hardware to browse thousands of channels and apps such as Netflix, Hulu, HBO, Showtime, and more. Input compatible terminals are HDMI, VGA, RF, USB, PC Audio, CVBS, and Audio L/R.; 📺 COMPATIBILITY 📺: Supersonic HDTV is compatible with Amazon Firestick and many others such as video game consoles.; 🖥️ PC INPUT 🖥️: This feature allows you to use your TV as a computer monitor. Simply connect a HDMI cable and select the right setting. This will make the TV a PC monitor! The screen size and resolution make for a great PC experience.",Others,385.09,19.0,1080p,Yes,,,,,,1.0,1.0,Not specified,Not specified,
160,Samsung QA85Q60BAKXXS QLED 4K Smart,"S$6,488.00",Size; L; Brand; Samsung-3P; Product care instructions; Hand Wash Only,"About this item; 100% Color Volume with Quantum Dot; Quantum HDR; Sound Output (RMS): 20W; Tizen Operating System; Connectivity: HDMI x3, USB x2, Ethernet (LAN), Digital Audio Out (Optical), eARC (HDMI 2), HDMI Quick Switch; WiFi5, Bluetooth BT5.2; Set Weight with Stand: 43.1 kg; VESA Spec: 600 x 400 mm; Set Size with Stand (WxHxD): 1900.9 x 1152.6 x 368.3 mm; Set Size without Stand (WxHxD): 1900.9 x 1085.7 x 26.9 mm; Show More",Samsung,6488.0,85.0,4K,Yes,43.1,115.26,190.09,36.83,,3.0,2.0,Tizen,,20.0
161,Sony XBR-77A9G 77-inch,"S$4,699.00","Screen size; 77 Inches; Brand; Sony; Supported Internet services; Netflix, Youtube, Amazon Prime Video; Display technology; OLED; Product dimensions; 30.5D x 172.4W x 100.3H centimetres; Resolution; 4K; Refresh rate; 120 Hz; Special features; 4K HDR Picture Processor X1 Ultimate; 4K X-Reality PRO and Object-Based Super Resolution; IMAX Enhanced; Acoustic Surface Audio+, TRILUMINOS Display; Super Bit Mapping HDR; Motionflow XR; Google Assistant Built-In; Works with Amazon Alexa; See more; Model name; XBR77A9G; Included components; Television, Remote","About this item; OLED plus PIXEL CONTRAST BOOSTER: Millions of individual pixels are supercharged for more vibrant colors to complement absolute OLED black. Dynamic Backlight Control; MASTER OF QUALITY: Faithfully conveys creator’s intent on screen to deliver the best picture quality; PICTURE PROCESSOR X1 ULTIMATE: Sony’s best processor analyzes content to bring out OLED’s intense contrast with pure blacks, peak brightness and natural colors; GAME MODE: Take your PlayStation experience to the next level with a Sony 4K gaming TV featuring dedicated Game Mode for a smoother, more responsive gaming experience. Power Consumption (in standby)-0.5W; SMART ANDROID TV with GOOGLE ASSISTANT: Use your voice to control your TV and smart home devices, easily search for movies and shows, get answers, and manage tasks, all hands-free; WORKS WITH ALEXA: Through an Alexa enabled device, ask Alexa to change channels, adjust volume, and turn your TV on/off.; APPLE AIRPLAY 2 and HOMEKIT SUPPORT: Seamlessly integrate your iPhone and Siri devices with your Sony TV for effortless smart home management and content streaming; TRILUMINOS Display: See exactly what the creator intended with advanced color and gradation; ACOUSTIC SURFACE AUDIO: 2.1 channel sound from the entire screen, creating an immersive multidimensional audio experience; NETFLIX CALIBRATED MODE, DOLBY VISION, IMAX ENHANCED: Enjoy immersive and engaging cinematic content as the creator intended; Show More",Sony,4699.0,77.0,4K,Yes,,100.3,172.4,30.5,120.0,,,Android TV,Not specified,
162,LEADSTAR 9 Inch Portable Small Digital ATSC TFT HD Screen Freeview LED,S$156.82,"Screen size; 9 Inches; Brand; LEADSTAR; Supported Internet services; Free View; Display technology; LED; Resolution; 1080p; Refresh rate; 60; Special features; Flat; Model name; LEADSTAR; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB","About this item; DIGITAL(ATSC)TV ALL IN 1 TV:High quality of the Led portable tv screen and Full Compliance with ATSC and Analog TV signal.; Built-in 1800 mAh Li-Polymer, stereo loudspeakers and Earphone socket; DC power supply from mains (110-240V 50/60Hz); USE EVERYWHERE :Built-in rechargeable Safe Battery and easy to carry out.You can use this as car tv,kitchen tv or for outdoor activities,such as camping.It can also use as monitor.",Others,156.82,9.0,1080p,No,,,,,60.0,,,Not specified,Not specified,
163,5Rcom Rolling,S$248.76,Mounting type; Wall Mount; Brand; 5Rcom; Material; Alloy Steel; TV size; 60 Inches; Colour; Black; Minimum compatible size; 23 Inches; Compatible devices; Televisions; Maximum tilt angle; 15 Degrees,"About this item; ☝PERFECT ADDITION TO ANYWHERE -- The quality and the look are nice enough that you could use this tv cart in a living room, dining room, kitchen or bedroom, home or office, indoor or outdoor, where you may not want to attach a TV to a wall, but do not really have the space for a piece of furniture to hold the screen (plus you can move our rolling tv stand from room to room if you like! ); ☝MOVE SMOOTHLY AND EASILY -- This monitor floor stand allows us to move it to different areas of the room depending upon where people are sitting. The wheels are nice and the locks have a good resistance to them without being difficult to snap open to unlock or closed to lock. Makes your TV a mobile entertainment center.; ☝UNIVERSAL SMALL TV STAND ON WHEELS -- Our rolling tv cart made of metal can sturdy hold a 23-60 inch TV up to 88 lbs, compatible with Samsung, Sony, LG, TCL, Hisense, Sharp, Insignia, Vizio, Toshiba, Element and so on. Please ensure your TV's VESA bolt pattern falls between 100 x 100mm and 400 x 400mm before purchase.; ☝HEIGHT ADJUSTABLE SPACE SAVER STAND-- The tv/monitor can be move up and down to adjust it for a better viewing experience by loosening and tightening a small screw on the back of the mount. The best part is that the back of the mount base has an extremely small space between the TV and the wall, so you can easily put it behind a piece of furniture with the allusion it is mounted to the wall (aside from the tube support).; ☝SIMPLE ASSEMBLY AND CABLE MANAGEMENT -- Follow the instructions, the assembly is very straight and included everything you needed, metal construction very securely holds the tv, very sturdy and gives you so many options. Cable management works well, as the cables just go up the back side of the pole, keep tidy and organized.",Others,248.76,60.0,Not specified,Not specified,,,,,,,,Not specified,Not specified,
164,Proscan PLED2435A 24-Inch 720p 60Hz LED,S$366.12,"Screen size; 24 Inches; Brand; PROSCAN; Supported Internet services; Proscan; Display technology; LED; Resolution; 720p; Refresh rate; 60; Special features; Flat; Model name; D2; Included components; 24"" Full Hd Led Tv; Connectivity technology; VGA, RF, HDMI, IR","About this item; Refresh Rate: 60Hz (Native); Backlight: LED; Smart Functionality: No; Dimensions (W x H x D): TV without stand: 22.00'' x 13.25"" x 1.63'', TV with stand: 22.00'' x 15.25'' x 6.38''; Inputs: 1 HDMI, 1 VGA, 1 PC, 1 RF, 1 YPBPR; Accessories Included: Remote Control",Others,366.12,24.0,720p,No,,38.735,55.88,16.21,60.0,1.0,0.0,Not specified,Not specified,
165,"ASHATA Portable Digital Television,14"" 1080P HD Digital Television ATSC Portable T,HDMI Video Player for Home Car,with USB Port, SD/MMC Card Slot,Play U Disk Drive Content,110-220V US",S$162.15,"Screen size; 14 Inches; Brand; ASHATA; Display technology; LED; Resolution; 1080p; Special features; Flat; Model name; Portable Digital Television; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB, HDMI; Colour; Default; Mounting type; Table Mount","About this item; Portable TV, in line with ATSC, can watch digital TV and ATV.; USB port, SD/MMC card slot, play U disk drive content, support 1080p video, MKV, MOV, AVI, WMV, MP4, FLV, MPEG1-4, RMVB, 1080P video MP3, video.; 110v ~ 240v universal power supply; Equipped with 1800mah, rechargeable lithium battery for outdoor use.; High sensitivity tuner for enhanced signal reception.There is a foldable holder at the back, you can put it on desktop and watch video.",Others,162.15,14.0,1080p,No,,,,,,1.0,1.0,Not specified,Not specified,
166,"Switch Games Organizer Station with Controller Charger, Charging Dock for Nintendo Switch & OLED Joycons, Kytok Switch Storage and Organizer for Games,",S$64.01,Brand; Kytok; Compatible devices; Game Consoles; Compatible phone models; Switch/Switch OLED; Included components; Led indicator; Special features; Fast Charging; Colour; Black; Input voltage; 5 Volts; Mounting type; Wall Mount; Total USB ports; 1; Wattage; 18 watts,"About this item; 🎮【All-In-One Switch Organizer】In addition to charging 6 Joycons, Kytok Switch storage tower is upgraded with powerful storage space, including 28 game cards, 2 Pro controllers and your favorite Switch OLED Dock. Featured with versatile design, extra storage for nintendo switch make your game area clean and tidy.; 🎮【2H Fast Switch Charging Dock】Featured with touch ON-OFF button and rail charging slots, the switch charging dock storage charge 4 Joycons within 2 hrs. As long as the power supply above 5V / 1.5A can charge, Switch Joycon charger has various charging methods, including Switch or OLED console, wall adapter, HUB or PC. For LED indicator on charger for multiple joycons for the switch, Red means charging and green means charged or standby.; 🎮【Powerful Switch Accessories Tower】With cartridge game card holder 28 slots (12 game cards + 16 game cases), 2 Switch Pro controllers and 1 Switch / Switch OLED console. When not playing games, Nintendo switch game case storage tower can also as switch console controller holder.; 🎮【How to Install Joy-con Charger】 Firstly, confirm that all parts of Nintendo switch accessories storage are in place. Secondly, align the 4 brackets with the base then install storage stand for Switch OLED. Thirdly, install 1 charging plate and 2 controller hooks in Switch game storage. Finally, start to charge Joycons and store Switch accessories with Switch storage tower.; 🎮【Exclusive-Design Switch tower】 Switch controller holder has a dock snap, not only to secure Switch Dock Station for easy grasping, but also more conveniently provide power for Switch controller charger to charge Joycons. Nintendo switch controller stand can accommodate all kinds of Switch stuff.",Others,64.01,,Not specified,Not specified,,,,,,,1.0,Not specified,Not specified,
167,Sharp 8T-C60DW1X 60-inch 8K Android,"S$2,299.00","Screen size; 60 Inches; Brand; Sharp; Resolution; 8K; Special features; Flat; Included components; Stand, TV; Connectivity technology; USB, HDMI; Mounting type; Table Mount; Item weight; 31 Kilograms; Operating system; Android; Audio output mode; Stereo","About this item; Android Version V10; HDMI - Version: 2.1 x 2, 2.0 x 2 / USB: 3; Bluetooth Version 5.0; Dimensions - with stand (mm) (WxHxD): 1356 x 821 x 290",Others,2299.0,60.0,8K,Yes,31.0,82.1,135.6,29.0,,4.0,3.0,Android TV,Not specified,
168,NVIDIA Shield,S$287.53,"Brand; NVIDIA; Connectivity technology; Wi-Fi, Ethernet; Special features; Chromecast; Resolution; 4k; Supported Internet services; Netflix, Hulu, Vudu, YouTube; Controller type; Voice Control; Colour; Black; Model name; Shield; Item weight; 0.55 Pounds; Product dimensions; 15.2L x 2.5W x 10.2H centimetres","About this item; World Class performance - blazing fast and versatile enough to be a streamer, game console, media server, and smart home hub. Fully customizable, shield continues to evolve and get smarter with new features; 4K HDR home theater - enjoy the ultimate visual experience with 4K HDR quality, immersive sound with Dolby Atmos and dts-x Surround sound pass-through, and the most 4K entertainment; Unlimited entertainment - apps for all the movies, TV shows, games, and music you dream of. Cord cutting apps. Chromecast apps. View Google Photos and search for Entertainment with simple voice commands; Google and ecosystems - the Google Assistant, Google play movies and music, and works with Google Home. Alexa controls shield hands-free with echo, Plus Prime video and music; Smart home ready - control smart devices such as lights, thermostats, and cameras with your voice and set convenient schedules with the Google Assistant and SmartThings Link (sold separately)",Others,287.53,,4K,Not specified,0.2494752,10.2,2.5,15.2,,,,Not specified,Not specified,
169,Philips Hue Gradient Lightstrip for 75 Inch,S$489.00,Colour; White; Brand; PHILIPS hue; Special features; Corded; Light source type; LED; Power source; AC/DC; Theme; Movie; Style; Classic; Controller type; Voice Control; Connectivity protocol; Wi-Fi; Connectivity technology; HDMI,"About this item; Seamlessly Blend Colours - Discover a blend of multiple colours in a single LED lightstrip. Colours flow together naturally, painting the wall with colourful light that showcases a unique effect behind your TV; What's Required? - A 'Philips Hue Bridge' and 'Philips Hue Play HDMI Sync Box' (sold separately) are required for surround lighting control; Easy Installation - The Philips Hue Play gradient lightstrip is specially designed to fit your 75 Inch TV with included mounting brackets to make installation quick and easy; Sync Your Lights With Movies And TV - Experience the magic of surround lighting. With a 45-degree light projection, the Hue Play gradient lightstrip brings the mood of your favourite movie into your living room or bring the football stadium atmosphere to your sofa; Three Sizes for Perfect Fit - The Philips Hue Play gradient lightstrip comes in 3 sizes. The 55-inch lightstrip is recommended for 55 to 60-inch TVs, the 65-inch lightstrip for 65 to 70-inch TVs and the 75-inch lightstrip for 75-inch and larger TVs. If the size of your TV falls in between these recommendations, use the next size down (for example, a 62-inch TV would use the 55-inch lightstrip)",Philips,489.0,,Not specified,Not specified,,,,,,,,Not specified,Not specified,
170,Sony X85J,"S$3,349.00","Screen size; 85 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Resolution; 4K; Refresh rate; 120; Special features; Flat; Model name; X85J; Included components; Stand, TV; Connectivity technology; Bluetooth, Wi-Fi, Ethernet","About this item; Sony X85J TV: 4K Ultra HD LED Smart Google TV with Native 120HZ Refresh Rate, Dolby Vision HDR, and Alexa Compatibility X85J- 2021 Model (85inch); Sony",Sony,3349.0,85.0,4K,Yes,,,,,120.0,,,Android TV,Not specified,
171,Sony 4K Ultra HD,"S$2,799.00","Screen size; 85 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Product dimensions; 24D x 170W x 100H centimetres; Resolution; 4K; Special features; Flat; Model name; X80K; Included components; Stand, TV; Connectivity technology; Wi-Fi","About this item; Intelligent TV processing – The 4K HDR Processor X1 delivers a picture that is smooth and clear, full of rich colours and detailed contrast; Wide spectrum of colours - Reproduces over a billion accurate colours resulting in picture quality that is natural and precise, and closer than ever to real life, enhanced by TRILUMINOS PRO; Premium smart TV – Google TV with Google Assistant organizes your favourite content all in one place. Stream from Netflix, Disney+, Apple TV, Prime Video, Crave and many more. Also, stream from your Apple device with AirPlay 2 support; Enhanced entertainment – Experience immersive and engaging cinematic content as the creator intended with support for Dolby Vision & Atmos; Enhanced gaming picture quality – Enhance your gaming experience with exclusive features for the PlayStation 5 to improve gaming picture quality; Wireless communication technologyWi-Fi; Voltage110.0 volts_of_alternating_current",Sony,2799.0,85.0,4K,Yes,,100.0,170.0,24.0,,,,Android TV,Not specified,
172,"Hisense U7H 85"" Qled+/Uled Smart","S$4,259.00","Screen size; 85 Inches; Brand; Hisense; Supported Internet services; Browser; Resolution; 4K; Refresh rate; 120; Special features; Flat; Included components; TV, TV Stand, Remote Control, Battery AAA x 2, User Manual, Quick Setup Guide, Power Cord; Connectivity technology; Wi-Fi; Mounting type; Table Mount; Item weight; 42.5 Kilograms","About this item; Native 120Hz - Support a smooth and real-time response; Full Array Local Dimming Pro - Ultra contrast for the most enhanced viewing experience; Dolby Vision & Atmos - Experience the most realistic holographic ""surround"" impact; Game Mode Pro - AMD FreeSync Premium + Low Latency VRR+ALLM, experience no lag in FPS games; IMAX Enhanced - Deliver IMAX signature pictures to your home. Bring Cinema Home.",Others,4259.0,85.0,4K,Yes,42.5,,,,120.0,,,Not specified,Not specified,
173,Samsung QA55Q80BAKXXS QLED 4K Smart,"S$2,388.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 4K; Refresh rate; 120; Special features; Flat; Model name; QA55Q80BAKXXS; Included components; Stand, TV; Connectivity technology; Bluetooth, USB, Ethernet, HDMI","About this item; Quantum Processor 4K; Q-Symphony; Sound Output (RMS): 60W; Tizen Operating System; Connectivity: HDMI x4, USB x2, Ethernet (LAN), Digital Audio Out (Optical), eARC (HDMI 3), HDMI Quick Switch, HDMI (High Frame Rate) 4K 120Hz (for HDMI 1/2/3/4); WiFi5, Bluetooth BT5.2; Set Weight with Stand: 21.0 kg; VESA Spec: 200 x 200 mm; Set Size with Stand (WxHxD):1227.6 x 783.4 x 255.8 mm; Set Size without Stand (WxHxD): 1227.6 x 706.7 x 54.7 mm; Show More",Samsung,2388.0,55.0,4K,Yes,21.0,78.34,122.76,25.58,120.0,4.0,2.0,Tizen,Not specified,60.0
174,Supersonic SC-2211 22-Inch 1080p LED Widescreen HDTV with HDMI Input (AC/DC Compatible),S$371.10,"Screen size; 22 Inches; Brand; Supersonic; Supported Internet services; Netflix, Hulu; Display technology; LED; Resolution; 1080p; Special features; Flat; Model name; SC-2211; Included components; product, manual; Connectivity technology; USB, HDMI; Aspect ratio; 16:9","About this item; 📺 DETAIL 📺: Supersonic HDTV brings you a crisp 1080p picture quality for stunning detail and contrast. The colors projected from the monitor contains a spectrum of vibrant colors. This TV has digital noise reduction and multiple picture modes such as Standard, Dynamic, and more!; 🔌HDMI / USB COMPATIBLE 🔌: Your TV contains HDMI, USB, and AC ports. This feature allows you to freely use your Firestick or similar hardware to browse thousands of channels and apps such as Netflix, Hulu, HBO, Showtime, and more. Input compatible terminals are HDMI, VGA, RF, USB, PC Audio, CVBS, and Audio L/R.; 📺 COMPATIBILITY 📺: Supersonic HDTV is compatible with Amazon Firestick and many others such as video game consoles.; 🖥️ PC INPUT 🖥️: This feature allows you to use your TV as a computer monitor. Simply connect a HDMI cable and select the right setting. This will make the TV a PC monitor! The screen size and resolution make for a great PC experience.",Others,371.1,22.0,1080p,Yes,,,,,,,,Not specified,Not specified,
175,iFFALCON K71SG 4K SMART ANDROID,S$689.00,"Screen size; 50 Inches; Brand; IFFALCON; Supported Internet services; Netflix; Display technology; LCD; Resolution; 4K; Special features; Flat; Model name; K71SG; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB, HDMI; Mounting type; Table Mount","About this item; Smart Home, starting with iFFALCON: With an innovative TV operating system based on android, iFFALCON could serve as a network centre to connect and control other electronic home appliances with AI technologies at your home.; Embrace the future of entertainment- Voice control everything: iFFALCON inbuilt google voice control system allows you to pick your favourite songs, watch your favourite movies from Youtube, Spotify and Netflix without you needing to move a finger.; Control your television functions with your voice in your preferred two languages. iFFALCON provides great convenience as it allows anyone from the elderly to the young generation to control the television easily without switching default language to cater to different users with language preferences.; Large in-build data storage: iFFALCON comes with 16GB of data storage designed to eliminate the storage shortage situation. Enjoy the great freedom and experience to save your favourite apps.; MagiConnect T-Cast App exclusively on iFFALCON TV: Navigate or voice control from any smartphone to control the television without any delay. Allow more than one smartphone control: Your family member can connect to the television at the same time as you. Remove the hassle to find or sharing one remote control.",Others,689.0,50.0,4K,Yes,,,,,,,,Android TV,Not specified,
176,GOWENIC 16 Inch Portable,S$237.42,"Screen size; 16 Inches; Brand; GOWENIC; Display technology; LCD, LED; Resolution; 1080p; Special features; Flat; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB; Colour; default; Mounting type; Table Mount; Audio output mode; Digital","About this item; [Viewing Type] The portable digital TV is made of ABS material, hard and durable, in addition, it also complies with ATSC, which can watch analog TV, digital TV and ATV.; [Multi Interface] The digital TV is equipped with USB interface, small memory card slot to play U disk content, supporting MKV, MOV, AVI, WMV, MP4, FLV, MPEG1‑4, 1080P video and MP3.; [Outdoor Use] Digital TV is equipped with 1800mAh rechargeable outdoor lithium battery with stand for easy carrying and use, but remember to charge it in advance for use.; [High Sensitivity] The digital TV has a high sensitivity tuner for enhanced signal reception, and also supports FM broadcast function, which is a great experience.; [Applicable Countries] The various functions of this portable digital TV are only applicable for some countries, so be sure to confirm your country before purchasing.",Others,237.42,16.0,1080p,No,,,,,,,1.0,Not specified,Not specified,
177,TiVo Stream 4K – Every Streaming App and Live,S$42.21,"Brand; TiVo; Connectivity technology; Wi-Fi; Connector type; HDMI; Special features; Android Phone Control; Resolution; 4k; Supported Internet services; Netflix, Disney +, Sling, Prime Video, HBO Max, Peacock, and thousands more on the Google Play store.; See more; Controller type; Android; Form factor; TV Stick; Model name; TiVo Stream 4K; Product dimensions; 18.3L x 9.4W x 6.1H centimetres","About this item; No More App-Switching. Forget learning to navigate a new screen with every app. TiVo Stream 4K enables one centralized place for searching, browsing, and creating watch lists across all your apps..DC Input Range 5V/1.0A. Power Consumption : Maximum 5 W; Recommendations Across All of Your Apps: Get rid of the walls between what you watch. TiVo recommends your next favorite shows and movies based on what you love, not where they live.; Say it and watch it. The power of voice control makes it easy to find shows. Integrated Google Assistant allows you to launch apps, dim the lights and more.; One place for all your favorite streaming apps. TiVo Stream 4K includes Netflix, Prime Video, Disney+, Peacock plus many more, so you can get to your shows fast.; TiVo Stream 4K is one of Time Magazine’s “2020 Best Inventions, Special Mention” and PCMag hails it as “an excellent media streamer for TV lovers.” Operating Temperature 0˚C - 40˚C",Others,42.21,,4K,Not specified,,6.1,9.4,18.3,,,,Android TV,Not specified,
